CustomerId,prediction
4578,1.0
4580,0.0
4583,0.0
4589,1.0
4591,1.0
4596,0.0
4599,1.0
4602,0.0
4604,1.0
4613,1.0
4617,1.0
4619,1.0
4620,0.0
4622,0.0
4637,1.0
4640,1.0
4641,1.0
4644,0.0
4645,1.0
4657,1.0
4658,1.0
4661,0.0
4664,0.0
4667,0.0
4675,0.0
4684,0.0
4691,1.0
4695,1.0
4700,1.0
4701,0.0
4710,0.0
4715,0.0
4717,0.0
4720,1.0
4737,0.0
4743,0.0
4752,0.0
4753,1.0
4754,0.0
4755,1.0
4758,0.0
4760,0.0
4762,0.0
4763,0.0
4765,0.0
4776,1.0
4781,1.0
4791,1.0
4795,0.0
4796,0.0
4798,0.0
4801,0.0
4806,1.0
4808,1.0
4811,1.0
4812,0.0
4813,1.0
4826,1.0
4832,1.0
4833,0.0
4837,0.0
4850,1.0
4851,0.0
4856,1.0
4858,1.0
4860,0.0
4864,0.0
4867,0.0
4872,0.0
4874,0.0
4876,1.0
4898,0.0
4901,1.0
4902,1.0
4903,1.0
4904,0.0
4907,0.0
4911,1.0
4912,0.0
4924,0.0
4944,1.0
4949,1.0
4952,1.0
4958,1.0
4964,0.0
4967,1.0
4970,0.0
4973,1.0
4984,0.0
4991,1.0
5007,0.0
5010,1.0
5017,1.0
5019,1.0
5025,0.0
5026,1.0
5028,0.0
5033,0.0
5035,1.0
5042,0.0
5043,1.0
5048,0.0
5053,0.0
5062,1.0
5063,0.0
5070,1.0
5073,1.0
5074,0.0
5078,0.0
5085,0.0
5087,0.0
5088,1.0
5089,0.0
5092,0.0
5096,1.0
5100,1.0
5104,0.0
5108,1.0
5109,0.0
5119,0.0
5122,0.0
5132,1.0
5144,0.0
5150,1.0
5154,0.0
5160,0.0
5169,0.0
5173,0.0
5174,1.0
5190,0.0
5193,0.0
5194,1.0
5197,1.0
5199,0.0
5202,0.0
5220,1.0
5225,0.0
5228,0.0
5231,0.0
5241,1.0
5250,1.0
5251,1.0
5259,1.0
5268,1.0
5271,1.0
5277,0.0
5292,1.0
5293,0.0
5304,0.0
5308,0.0
5312,0.0
5322,0.0
5325,0.0
5327,1.0
5328,0.0
5340,0.0
5344,1.0
5347,1.0
5357,0.0
5361,0.0
5363,0.0
5364,1.0
5370,1.0
5375,0.0
5379,1.0
5384,0.0
5385,1.0
5389,1.0
5397,1.0
5402,0.0
5406,0.0
5409,0.0
5410,0.0
5413,0.0
5414,1.0
5424,0.0
5428,0.0
5432,0.0
5437,0.0
5443,0.0
5448,0.0
5453,0.0
5454,0.0
5466,1.0
5468,1.0
5469,0.0
5473,0.0
5478,0.0
5479,0.0
5485,1.0
5486,0.0
5491,1.0
5497,0.0
5506,1.0
5518,1.0
5529,0.0
5532,1.0
5541,1.0
5545,0.0
5548,0.0
5550,1.0
5556,0.0
5559,0.0
5560,0.0
5562,1.0
5563,0.0
5564,1.0
5565,0.0
5576,1.0
5586,1.0
5593,0.0
5594,1.0
5598,1.0
5602,0.0
5611,0.0
5656,1.0
5662,1.0
5663,1.0
5671,1.0
5672,0.0
5677,1.0
5682,1.0
5692,1.0
5695,0.0
5703,0.0
5705,1.0
5706,1.0
5712,0.0
5713,1.0
5718,1.0
5725,0.0
5736,1.0
5741,1.0
5763,0.0
5780,0.0
5781,1.0
5782,0.0
5785,1.0
5788,0.0
5789,0.0
5798,1.0
5801,1.0
5804,0.0
5805,1.0
5806,1.0
5808,0.0
5810,1.0
5812,0.0
5815,0.0
5821,0.0
5823,1.0
5824,0.0
5827,1.0
5832,0.0
5834,1.0
5849,0.0
5851,0.0
5858,0.0
5859,1.0
5863,0.0
5868,0.0
5871,0.0
5875,0.0
5881,1.0
5887,1.0
5890,0.0
5891,0.0
5893,1.0
5902,1.0
5904,1.0
5905,0.0
5908,1.0
5912,0.0
5915,1.0
5921,0.0
5925,0.0
5926,1.0
5928,1.0
5930,1.0
5932,0.0
5934,1.0
5945,0.0
5949,1.0
5952,0.0
5957,1.0
5962,0.0
5966,1.0
5968,1.0
5970,1.0
5975,0.0
5976,0.0
5982,0.0
5992,1.0
5997,1.0
6008,1.0
6010,1.0
6011,1.0
6017,0.0
6018,1.0
6021,1.0
6025,0.0
6026,1.0
6030,0.0
6047,1.0
6053,0.0
6058,0.0
6059,0.0
6068,0.0
6073,0.0
6093,0.0
6094,0.0
6099,0.0
6101,1.0
6106,0.0
6111,0.0
6114,1.0
6115,1.0
6119,0.0
6122,0.0
6128,1.0
6132,0.0
6147,0.0
6154,0.0
6163,0.0
6164,0.0
6184,1.0
6187,0.0
6193,1.0
6194,1.0
6197,1.0
6199,0.0
6206,0.0
6208,0.0
6209,1.0
6212,0.0
6216,1.0
6217,1.0
6222,1.0
6224,1.0
6225,0.0
6226,0.0
6228,0.0
6229,0.0
6234,0.0
6249,1.0
6253,0.0
6256,0.0
6261,1.0
6265,0.0
6273,1.0
6276,0.0
6280,0.0
6283,1.0
6305,0.0
6307,1.0
6311,0.0
6313,0.0
6314,0.0
6315,1.0
6322,0.0
6326,0.0
6327,0.0
6335,0.0
6337,1.0
6340,1.0
6354,1.0
6355,1.0
6357,0.0
6358,1.0
6370,0.0
6372,0.0
6377,1.0
6379,1.0
6382,0.0
6383,1.0
6387,0.0
6400,0.0
6404,0.0
6406,0.0
6416,1.0
6427,1.0
6428,1.0
6429,1.0
6446,1.0
6448,1.0
6453,0.0
6465,0.0
6467,1.0
6477,0.0
6491,0.0
6496,0.0
6502,0.0
6505,1.0
6506,0.0
6521,0.0
6525,0.0
6527,0.0
6529,1.0
6530,0.0
6541,1.0
6549,0.0
6551,1.0
6552,0.0
6553,1.0
6554,1.0
6566,0.0
6575,0.0
6581,1.0
6585,0.0
6587,0.0
6589,0.0
6595,1.0
6597,0.0
6605,1.0
6606,1.0
6610,1.0
6626,1.0
6631,0.0
6643,1.0
6647,0.0
6648,0.0
6649,0.0
6654,1.0
6657,0.0
6670,1.0
6671,0.0
6672,1.0
6676,1.0
6677,0.0
6685,1.0
6688,1.0
6691,0.0
6692,0.0
6696,1.0
6700,0.0
6712,1.0
6714,1.0
6715,1.0
6724,1.0
6732,1.0
6733,1.0
6737,1.0
6739,0.0
6754,1.0
6756,1.0
6757,1.0
6758,0.0
6759,0.0
6767,1.0
6777,1.0
6784,1.0
6785,0.0
6792,1.0
6794,0.0
6801,0.0
6803,0.0
6812,0.0
6818,0.0
6836,1.0
6847,1.0
6856,1.0
6857,0.0
6859,1.0
6861,0.0
6868,1.0
6875,0.0
6876,0.0
6879,0.0
6890,1.0
6891,1.0
6895,1.0
6903,0.0
6907,1.0
6914,0.0
6919,1.0
6920,1.0
6923,0.0
6928,1.0
6929,1.0
6930,1.0
6937,1.0
6939,1.0
6944,0.0
6952,1.0
6953,1.0
6954,0.0
6956,1.0
6957,0.0
6961,1.0
6964,1.0
6965,0.0
6968,1.0
6987,1.0
6989,1.0
6998,1.0
7000,1.0
7001,0.0
7007,0.0
7009,0.0
7010,1.0
7012,1.0
7013,1.0
7021,1.0
7028,0.0
7029,0.0
7037,1.0
7042,0.0
7043,1.0
7046,1.0
7049,1.0
7055,0.0
7072,1.0
7095,1.0
7103,0.0
7114,1.0
7117,0.0
7119,0.0
7126,1.0
7128,1.0
7129,1.0
7130,0.0
7134,0.0
7139,1.0
7145,0.0
7149,1.0
7156,0.0
7176,1.0
7181,0.0
7183,1.0
7188,0.0
7190,0.0
7194,1.0
7204,1.0
7205,1.0
7207,1.0
7213,0.0
7215,0.0
7217,1.0
7228,0.0
7229,1.0
7243,1.0
7245,1.0
7248,1.0
7251,0.0
7256,1.0
7257,1.0
7258,0.0
7260,0.0
7275,0.0
7280,0.0
7281,0.0
7308,0.0
7311,1.0
7323,1.0
7324,1.0
7327,1.0
7330,0.0
7331,1.0
7341,0.0
7344,0.0
7345,1.0
7354,0.0
7355,1.0
7356,0.0
7362,0.0
7363,0.0
7364,0.0
7366,0.0
7374,0.0
7377,1.0
7379,0.0
7380,1.0
7383,1.0
7388,0.0
7389,1.0
7396,0.0
7398,1.0
7405,0.0
7409,0.0
7415,0.0
7417,1.0
7419,0.0
7433,0.0
7435,1.0
7441,0.0
7450,0.0
7453,0.0
7456,0.0
7475,1.0
7482,1.0
7483,1.0
7487,0.0
7489,0.0
7493,1.0
7499,1.0
7504,1.0
7507,1.0
7524,1.0
7531,0.0
7533,0.0
7537,1.0
7542,0.0
7552,1.0
7558,0.0
7570,1.0
7571,0.0
7573,1.0
7581,1.0
7584,0.0
7589,0.0
7590,0.0
7601,0.0
7604,0.0
7608,0.0
7611,0.0
7614,0.0
7616,1.0
7626,1.0
7630,0.0
7633,0.0
7635,1.0
7642,0.0
7647,1.0
7661,0.0
7662,1.0
7666,0.0
7668,1.0
7675,1.0
7683,0.0
7684,0.0
7686,0.0
7687,0.0
7691,0.0
7696,0.0
7697,0.0
7698,0.0
7708,0.0
7709,0.0
7711,0.0
7714,1.0
7720,0.0
7721,0.0
7722,0.0
7723,0.0
7730,0.0
7744,0.0
7745,1.0
7747,1.0
7761,1.0
7763,0.0
7768,0.0
7775,0.0
7778,1.0
7780,1.0
7786,1.0
7787,0.0
7788,0.0
7789,0.0
7794,1.0
7798,1.0
7799,1.0
7805,0.0
7807,0.0
7816,1.0
7821,0.0
7824,0.0
7825,0.0
7832,1.0
7834,0.0
7836,0.0
7837,1.0
7840,0.0
7847,0.0
7849,0.0
7851,0.0
7861,0.0
7867,0.0
7869,1.0
7878,0.0
7881,0.0
7893,0.0
7897,1.0
7898,1.0
7904,0.0
7905,0.0
7911,1.0
7917,0.0
7919,0.0
7925,1.0
7933,0.0
7938,0.0
7942,1.0
7947,1.0
7948,0.0
7956,1.0
7959,0.0
7969,1.0
7975,1.0
7985,0.0
7987,0.0
7991,1.0
7999,0.0
8001,1.0
8002,1.0
8007,0.0
8012,0.0
8018,0.0
8022,0.0
8023,0.0
8028,1.0
8030,0.0
8033,0.0
8047,1.0
8054,1.0
8063,1.0
8065,0.0
8066,0.0
8077,1.0
8083,0.0
8084,0.0
8088,1.0
8096,1.0
8101,0.0
8103,0.0
8107,0.0
8119,1.0
8127,0.0
8128,0.0
8132,1.0
8142,0.0
8143,1.0
8154,1.0
8160,1.0
8161,0.0
8167,1.0
8175,0.0
8179,0.0
8182,1.0
8191,1.0
8193,0.0
8199,1.0
8205,0.0
8206,0.0
8214,0.0
8215,0.0
8226,0.0
8229,1.0
8233,1.0
8241,1.0
8250,1.0
8257,1.0
8258,1.0
8264,0.0
8265,1.0
8269,0.0
8278,1.0
8281,0.0
8282,0.0
8284,0.0
8285,0.0
8304,0.0
8307,0.0
8311,0.0
8312,1.0
8316,1.0
8327,1.0
8328,0.0
8333,0.0
8337,1.0
8342,0.0
8344,0.0
8350,1.0
8357,0.0
8359,1.0
8364,1.0
8365,0.0
8376,0.0
8378,0.0
8384,0.0
8387,0.0
8389,0.0
8390,0.0
8393,1.0
8394,0.0
8396,0.0
8424,1.0
8427,0.0
8431,1.0
8433,1.0
8434,0.0
8441,0.0
8450,1.0
8457,1.0
8462,0.0
8464,0.0
8469,0.0
8471,1.0
8472,0.0
8474,0.0
8489,1.0
8496,0.0
8499,0.0
8505,1.0
8509,1.0
8511,0.0
8520,1.0
8521,0.0
8527,1.0
8533,0.0
8535,1.0
8546,0.0
8547,1.0
8555,1.0
8562,0.0
8567,0.0
8574,1.0
8577,1.0
8592,1.0
8595,0.0
8596,1.0
8601,0.0
8606,1.0
8609,1.0
8612,0.0
8618,1.0
8642,1.0
8643,0.0
8658,1.0
8659,0.0
8665,0.0
8670,1.0
8674,0.0
8675,1.0
8678,0.0
8683,0.0
8684,0.0
8686,0.0
8688,0.0
8693,1.0
8703,0.0
8705,1.0
8707,1.0
8714,1.0
8723,0.0
8726,1.0
8729,0.0
8734,0.0
8737,1.0
8740,0.0
8752,1.0
8759,1.0
8764,0.0
8765,1.0
8767,1.0
8771,1.0
8784,1.0
8791,0.0
8792,1.0
8795,0.0
8797,0.0
8803,0.0
8809,0.0
8812,1.0
8816,0.0
8817,0.0
8834,1.0
8835,1.0
8836,1.0
8849,1.0
8856,1.0
8858,0.0
8859,0.0
8862,0.0
8867,0.0
8876,0.0
8877,0.0
8880,1.0
8889,0.0
8893,1.0
8896,1.0
8897,1.0
8898,0.0
8908,1.0
8912,0.0
8914,0.0
8916,0.0
8917,1.0
8922,0.0
8925,0.0
8931,1.0
8939,1.0
8943,1.0
8946,0.0
8948,0.0
8950,1.0
8956,1.0
8959,0.0
8964,1.0
8975,0.0
8976,1.0
8979,0.0
8988,1.0
8993,1.0
8994,0.0
8999,0.0
9000,1.0
9003,1.0
9004,0.0
9016,0.0
9025,0.0
9027,1.0
9032,0.0
9040,0.0
9041,0.0
9046,0.0
9047,1.0
9059,0.0
9060,1.0
9061,1.0
9062,1.0
9077,0.0
9085,0.0
9086,1.0
9094,0.0
9097,1.0
9104,1.0
9110,1.0
9114,1.0
9115,1.0
9122,0.0
9128,1.0
9132,1.0
9135,0.0
9138,0.0
9152,1.0
9154,0.0
9158,0.0
9160,0.0
9161,0.0
9164,1.0
9170,0.0
9171,1.0
9173,1.0
9177,1.0
9178,0.0
9187,1.0
9189,0.0
9193,0.0
9195,1.0
9198,0.0
9200,0.0
9205,0.0
9209,1.0
9210,1.0
9215,0.0
9216,1.0
9230,0.0
9232,0.0
9234,1.0
9241,0.0
9248,1.0
9249,1.0
9255,0.0
9257,1.0
9259,1.0
9261,0.0
9263,0.0
9268,0.0
9273,0.0
9279,0.0
9280,1.0
9285,1.0
9288,0.0
9296,1.0
9298,1.0
9301,0.0
9320,0.0
9321,1.0
9331,1.0
9332,0.0
9334,0.0
9339,0.0
9341,0.0
9346,0.0
9348,0.0
9349,1.0
9352,0.0
9354,0.0
9360,1.0
9362,0.0
9364,1.0
9367,0.0
9370,1.0
9379,0.0
9381,1.0
9391,1.0
9392,0.0
9394,0.0
9398,0.0
9413,1.0
9414,1.0
9431,0.0
9433,0.0
9436,1.0
9439,1.0
9440,0.0
9441,0.0
9459,1.0
9463,0.0
9470,0.0
9471,1.0
9475,1.0
9482,0.0
9486,1.0
9487,1.0
9489,1.0
